Vendor,Subsidiary Col A,Sub Int ID in Prod,Sub Int in SB
700001,RI Nord GmbH,42,36
700001,RI Living GmbH,40,37
700001,Chandos Holdings UG,28,39
700001,Arcangel Assets GmbH,33,40
700001,Ruscha Residential GmbH,34,41
700001,Nuveen HoldCo,36,43
700001,TIAA General Account Housing German Property GmbH,37,44
700001,TIAA General Account Housing German Service GmbH,38,45
700001,Exporo Bestand 46 GmbH,35,47
700001,2.Chandos Holdings UG,32,49
700001,2.Arcangel Assets GmbH,30,50
700001,2.Ruscha Residential GmbH,29,51
700002,RI Nord GmbH,42,36
700002,RI Living GmbH,40,37
700002,Chandos Holdings UG,28,39
700002,Arcangel Assets GmbH,33,40
700002,Ruscha Residential GmbH,34,41
700002,Nuveen HoldCo,36,43
700002,TIAA General Account Housing German Property GmbH,37,44
700002,TIAA General Account Housing German Service GmbH,38,45
700002,Exporo Bestand 46 GmbH,35,47
700002,2.Chandos Holdings UG,32,49
700002,2.Arcangel Assets GmbH,30,50
700002,2.Ruscha Residential GmbH,29,51
700003,RI Nord GmbH,42,36
700003,RI Living GmbH,40,37
700003,Chandos Holdings UG,28,39
700003,Arcangel Assets GmbH,33,40
700003,Ruscha Residential GmbH,34,41
700003,Nuveen HoldCo,36,43
700003,TIAA General Account Housing German Property GmbH,37,44
700003,TIAA General Account Housing German Service GmbH,38,45
700003,Exporo Bestand 46 GmbH,35,47
700003,2.Chandos Holdings UG,32,49
700003,2.Arcangel Assets GmbH,30,50
700003,2.Ruscha Residential GmbH,29,51
700004,RI Nord GmbH,42,36
700004,RI Living GmbH,40,37
700004,Chandos Holdings UG,28,39
700004,Arcangel Assets GmbH,33,40
700004,Ruscha Residential GmbH,34,41
700004,Nuveen HoldCo,36,43
700004,TIAA General Account Housing German Property GmbH,37,44
700004,TIAA General Account Housing German Service GmbH,38,45
700004,Exporo Bestand 46 GmbH,35,47
700004,2.Chandos Holdings UG,32,49
700004,2.Arcangel Assets GmbH,30,50
700004,2.Ruscha Residential GmbH,29,51
700005,RI Nord GmbH,42,36
700005,RI Living GmbH,40,37
700005,Chandos Holdings UG,28,39
700005,Arcangel Assets GmbH,33,40
700005,Ruscha Residential GmbH,34,41
700005,Nuveen HoldCo,36,43
700005,TIAA General Account Housing German Property GmbH,37,44
700005,TIAA General Account Housing German Service GmbH,38,45
700005,Exporo Bestand 46 GmbH,35,47
700005,2.Chandos Holdings UG,32,49
700005,2.Arcangel Assets GmbH,30,50
700005,2.Ruscha Residential GmbH,29,51
700006,RI Nord GmbH,42,36
700006,RI Living GmbH,40,37
700006,Chandos Holdings UG,28,39
700006,Arcangel Assets GmbH,33,40
700006,Ruscha Residential GmbH,34,41
700006,Nuveen HoldCo,36,43
700006,TIAA General Account Housing German Property GmbH,37,44
700006,TIAA General Account Housing German Service GmbH,38,45
700006,Exporo Bestand 46 GmbH,35,47
700006,2.Chandos Holdings UG,32,49
700006,2.Arcangel Assets GmbH,30,50
700006,2.Ruscha Residential GmbH,29,51
700007,RI Nord GmbH,42,36
700007,RI Living GmbH,40,37
700007,Chandos Holdings UG,28,39
700007,Arcangel Assets GmbH,33,40
700007,Ruscha Residential GmbH,34,41
700007,Nuveen HoldCo,36,43
700007,TIAA General Account Housing German Property GmbH,37,44
700007,TIAA General Account Housing German Service GmbH,38,45
700007,Exporo Bestand 46 GmbH,35,47
700007,2.Chandos Holdings UG,32,49
700007,2.Arcangel Assets GmbH,30,50
700007,2.Ruscha Residential GmbH,29,51
700008,RI Nord GmbH,42,36
700008,RI Living GmbH,40,37
700008,Chandos Holdings UG,28,39
700008,Arcangel Assets GmbH,33,40
700008,Ruscha Residential GmbH,34,41
700008,Nuveen HoldCo,36,43
700008,TIAA General Account Housing German Property GmbH,37,44
700008,TIAA General Account Housing German Service GmbH,38,45
700008,Exporo Bestand 46 GmbH,35,47
700008,2.Chandos Holdings UG,32,49
700008,2.Arcangel Assets GmbH,30,50
700008,2.Ruscha Residential GmbH,29,51
700009,RI Nord GmbH,42,36
700009,RI Living GmbH,40,37
700009,Chandos Holdings UG,28,39
700009,Arcangel Assets GmbH,33,40
700009,Ruscha Residential GmbH,34,41
700009,Nuveen HoldCo,36,43
700009,TIAA General Account Housing German Property GmbH,37,44
700009,TIAA General Account Housing German Service GmbH,38,45
700009,Exporo Bestand 46 GmbH,35,47
700009,2.Chandos Holdings UG,32,49
700009,2.Arcangel Assets GmbH,30,50
700009,2.Ruscha Residential GmbH,29,51
700010,RI Nord GmbH,42,36
700010,RI Living GmbH,40,37
700010,Chandos Holdings UG,28,39
700010,Arcangel Assets GmbH,33,40
700010,Ruscha Residential GmbH,34,41
700010,Nuveen HoldCo,36,43
700010,TIAA General Account Housing German Property GmbH,37,44
700010,TIAA General Account Housing German Service GmbH,38,45
700010,Exporo Bestand 46 GmbH,35,47
700010,2.Chandos Holdings UG,32,49
700010,2.Arcangel Assets GmbH,30,50
700010,2.Ruscha Residential GmbH,29,51
700011,RI Nord GmbH,42,36
700011,RI Living GmbH,40,37
700011,Chandos Holdings UG,28,39
700011,Arcangel Assets GmbH,33,40
700011,Ruscha Residential GmbH,34,41
700011,Nuveen HoldCo,36,43
700011,TIAA General Account Housing German Property GmbH,37,44
700011,TIAA General Account Housing German Service GmbH,38,45
700011,Exporo Bestand 46 GmbH,35,47
700011,2.Chandos Holdings UG,32,49
700011,2.Arcangel Assets GmbH,30,50
700011,2.Ruscha Residential GmbH,29,51
700012,RI Nord GmbH,42,36
700012,RI Living GmbH,40,37
700012,Chandos Holdings UG,28,39
700012,Arcangel Assets GmbH,33,40
700012,Ruscha Residential GmbH,34,41
700012,Nuveen HoldCo,36,43
700012,TIAA General Account Housing German Property GmbH,37,44
700012,TIAA General Account Housing German Service GmbH,38,45
700012,Exporo Bestand 46 GmbH,35,47
700012,2.Chandos Holdings UG,32,49
700012,2.Arcangel Assets GmbH,30,50
700012,2.Ruscha Residential GmbH,29,51
700013,RI Nord GmbH,42,36
700013,RI Living GmbH,40,37
700013,Chandos Holdings UG,28,39
700013,Arcangel Assets GmbH,33,40
700013,Ruscha Residential GmbH,34,41
700013,Nuveen HoldCo,36,43
700013,TIAA General Account Housing German Property GmbH,37,44
700013,TIAA General Account Housing German Service GmbH,38,45
700013,Exporo Bestand 46 GmbH,35,47
700013,2.Chandos Holdings UG,32,49
700013,2.Arcangel Assets GmbH,30,50
700013,2.Ruscha Residential GmbH,29,51
700014,RI Nord GmbH,42,36
700014,RI Living GmbH,40,37
700014,Chandos Holdings UG,28,39
700014,Arcangel Assets GmbH,33,40
700014,Ruscha Residential GmbH,34,41
700014,Nuveen HoldCo,36,43
700014,TIAA General Account Housing German Property GmbH,37,44
700014,TIAA General Account Housing German Service GmbH,38,45
700014,Exporo Bestand 46 GmbH,35,47
700014,2.Chandos Holdings UG,32,49
700014,2.Arcangel Assets GmbH,30,50
700014,2.Ruscha Residential GmbH,29,51
700015,RI Nord GmbH,42,36
700015,RI Living GmbH,40,37
700015,Chandos Holdings UG,28,39
700015,Arcangel Assets GmbH,33,40
700015,Ruscha Residential GmbH,34,41
700015,Nuveen HoldCo,36,43
700015,TIAA General Account Housing German Property GmbH,37,44
700015,TIAA General Account Housing German Service GmbH,38,45
700015,Exporo Bestand 46 GmbH,35,47
700015,2.Chandos Holdings UG,32,49
700015,2.Arcangel Assets GmbH,30,50
700015,2.Ruscha Residential GmbH,29,51
700016,RI Nord GmbH,42,36
700016,RI Living GmbH,40,37
700016,Chandos Holdings UG,28,39
700016,Arcangel Assets GmbH,33,40
700016,Ruscha Residential GmbH,34,41
700016,Nuveen HoldCo,36,43
700016,TIAA General Account Housing German Property GmbH,37,44
700016,TIAA General Account Housing German Service GmbH,38,45
700016,Exporo Bestand 46 GmbH,35,47
700016,2.Chandos Holdings UG,32,49
700016,2.Arcangel Assets GmbH,30,50
700016,2.Ruscha Residential GmbH,29,51
700017,RI Nord GmbH,42,36
700017,RI Living GmbH,40,37
700017,Chandos Holdings UG,28,39
700017,Arcangel Assets GmbH,33,40
700017,Ruscha Residential GmbH,34,41
700017,Nuveen HoldCo,36,43
700017,TIAA General Account Housing German Property GmbH,37,44
700017,TIAA General Account Housing German Service GmbH,38,45
700017,Exporo Bestand 46 GmbH,35,47
700017,2.Chandos Holdings UG,32,49
700017,2.Arcangel Assets GmbH,30,50
700017,2.Ruscha Residential GmbH,29,51
700018,RI Nord GmbH,42,36
700018,RI Living GmbH,40,37
700018,Chandos Holdings UG,28,39
700018,Arcangel Assets GmbH,33,40
700018,Ruscha Residential GmbH,34,41
700018,Nuveen HoldCo,36,43
700018,TIAA General Account Housing German Property GmbH,37,44
700018,TIAA General Account Housing German Service GmbH,38,45
700018,Exporo Bestand 46 GmbH,35,47
700018,2.Chandos Holdings UG,32,49
700018,2.Arcangel Assets GmbH,30,50
700018,2.Ruscha Residential GmbH,29,51
700019,RI Nord GmbH,42,36
700019,RI Living GmbH,40,37
700019,Chandos Holdings UG,28,39
700019,Arcangel Assets GmbH,33,40
700019,Ruscha Residential GmbH,34,41
700019,Nuveen HoldCo,36,43
700019,TIAA General Account Housing German Property GmbH,37,44
700019,TIAA General Account Housing German Service GmbH,38,45
700019,Exporo Bestand 46 GmbH,35,47
700019,2.Chandos Holdings UG,32,49
700019,2.Arcangel Assets GmbH,30,50
700019,2.Ruscha Residential GmbH,29,51
700020,RI Nord GmbH,42,36
700020,RI Living GmbH,40,37
700020,Chandos Holdings UG,28,39
700020,Arcangel Assets GmbH,33,40
700020,Ruscha Residential GmbH,34,41
700020,Nuveen HoldCo,36,43
700020,TIAA General Account Housing German Property GmbH,37,44
700020,TIAA General Account Housing German Service GmbH,38,45
700020,Exporo Bestand 46 GmbH,35,47
700020,2.Chandos Holdings UG,32,49
700020,2.Arcangel Assets GmbH,30,50
700020,2.Ruscha Residential GmbH,29,51
700021,RI Nord GmbH,42,36
700021,RI Living GmbH,40,37
700021,Chandos Holdings UG,28,39
700021,Arcangel Assets GmbH,33,40
700021,Ruscha Residential GmbH,34,41
700021,Nuveen HoldCo,36,43
700021,TIAA General Account Housing German Property GmbH,37,44
700021,TIAA General Account Housing German Service GmbH,38,45
700021,Exporo Bestand 46 GmbH,35,47
700021,2.Chandos Holdings UG,32,49
700021,2.Arcangel Assets GmbH,30,50
700021,2.Ruscha Residential GmbH,29,51
700022,RI Nord GmbH,42,36
700022,RI Living GmbH,40,37
700022,Chandos Holdings UG,28,39
700022,Arcangel Assets GmbH,33,40
700022,Ruscha Residential GmbH,34,41
700022,Nuveen HoldCo,36,43
700022,TIAA General Account Housing German Property GmbH,37,44
700022,TIAA General Account Housing German Service GmbH,38,45
700022,Exporo Bestand 46 GmbH,35,47
700022,2.Chandos Holdings UG,32,49
700022,2.Arcangel Assets GmbH,30,50
700022,2.Ruscha Residential GmbH,29,51
700023,RI Nord GmbH,42,36
700023,RI Living GmbH,40,37
700023,Chandos Holdings UG,28,39
700023,Arcangel Assets GmbH,33,40
700023,Ruscha Residential GmbH,34,41
700023,Nuveen HoldCo,36,43
700023,TIAA General Account Housing German Property GmbH,37,44
700023,TIAA General Account Housing German Service GmbH,38,45
700023,Exporo Bestand 46 GmbH,35,47
700023,2.Chandos Holdings UG,32,49
700023,2.Arcangel Assets GmbH,30,50
700023,2.Ruscha Residential GmbH,29,51
700024,RI Nord GmbH,42,36
700024,RI Living GmbH,40,37
700024,Chandos Holdings UG,28,39
700024,Arcangel Assets GmbH,33,40
700024,Ruscha Residential GmbH,34,41
700024,Nuveen HoldCo,36,43
700024,TIAA General Account Housing German Property GmbH,37,44
700024,TIAA General Account Housing German Service GmbH,38,45
700024,Exporo Bestand 46 GmbH,35,47
700024,2.Chandos Holdings UG,32,49
700024,2.Arcangel Assets GmbH,30,50
700024,2.Ruscha Residential GmbH,29,51
700025,RI Nord GmbH,42,36
700025,RI Living GmbH,40,37
700025,Chandos Holdings UG,28,39
700025,Arcangel Assets GmbH,33,40
700025,Ruscha Residential GmbH,34,41
700025,Nuveen HoldCo,36,43
700025,TIAA General Account Housing German Property GmbH,37,44
700025,TIAA General Account Housing German Service GmbH,38,45
700025,Exporo Bestand 46 GmbH,35,47
700025,2.Chandos Holdings UG,32,49
700025,2.Arcangel Assets GmbH,30,50
700025,2.Ruscha Residential GmbH,29,51
700026,RI Nord GmbH,42,36
700026,RI Living GmbH,40,37
700026,Chandos Holdings UG,28,39
700026,Arcangel Assets GmbH,33,40
700026,Ruscha Residential GmbH,34,41
700026,Nuveen HoldCo,36,43
700026,TIAA General Account Housing German Property GmbH,37,44
700026,TIAA General Account Housing German Service GmbH,38,45
700026,Exporo Bestand 46 GmbH,35,47
700026,2.Chandos Holdings UG,32,49
700026,2.Arcangel Assets GmbH,30,50
700026,2.Ruscha Residential GmbH,29,51
700027,RI Nord GmbH,42,36
700027,RI Living GmbH,40,37
700027,Chandos Holdings UG,28,39
700027,Arcangel Assets GmbH,33,40
700027,Ruscha Residential GmbH,34,41
700027,Nuveen HoldCo,36,43
700027,TIAA General Account Housing German Property GmbH,37,44
700027,TIAA General Account Housing German Service GmbH,38,45
700027,Exporo Bestand 46 GmbH,35,47
700027,2.Chandos Holdings UG,32,49
700027,2.Arcangel Assets GmbH,30,50
700027,2.Ruscha Residential GmbH,29,51
700028,RI Nord GmbH,42,36
700028,RI Living GmbH,40,37
700028,Chandos Holdings UG,28,39
700028,Arcangel Assets GmbH,33,40
700028,Ruscha Residential GmbH,34,41
700028,Nuveen HoldCo,36,43
700028,TIAA General Account Housing German Property GmbH,37,44
700028,TIAA General Account Housing German Service GmbH,38,45
700028,Exporo Bestand 46 GmbH,35,47
700028,2.Chandos Holdings UG,32,49
700028,2.Arcangel Assets GmbH,30,50
700028,2.Ruscha Residential GmbH,29,51
700029,RI Nord GmbH,42,36
700029,RI Living GmbH,40,37
700029,Chandos Holdings UG,28,39
700029,Arcangel Assets GmbH,33,40
700029,Ruscha Residential GmbH,34,41
700029,Nuveen HoldCo,36,43
700029,TIAA General Account Housing German Property GmbH,37,44
700029,TIAA General Account Housing German Service GmbH,38,45
700029,Exporo Bestand 46 GmbH,35,47
700029,2.Chandos Holdings UG,32,49
700029,2.Arcangel Assets GmbH,30,50
700029,2.Ruscha Residential GmbH,29,51
700030,RI Nord GmbH,42,36
700030,RI Living GmbH,40,37
700030,Chandos Holdings UG,28,39
700030,Arcangel Assets GmbH,33,40
700030,Ruscha Residential GmbH,34,41
700030,Nuveen HoldCo,36,43
700030,TIAA General Account Housing German Property GmbH,37,44
700030,TIAA General Account Housing German Service GmbH,38,45
700030,Exporo Bestand 46 GmbH,35,47
700030,2.Chandos Holdings UG,32,49
700030,2.Arcangel Assets GmbH,30,50
700030,2.Ruscha Residential GmbH,29,51
700031,RI Nord GmbH,42,36
700031,RI Living GmbH,40,37
700031,Chandos Holdings UG,28,39
700031,Arcangel Assets GmbH,33,40
700031,Ruscha Residential GmbH,34,41
700031,Nuveen HoldCo,36,43
700031,TIAA General Account Housing German Property GmbH,37,44
700031,TIAA General Account Housing German Service GmbH,38,45
700031,Exporo Bestand 46 GmbH,35,47
700031,2.Chandos Holdings UG,32,49
700031,2.Arcangel Assets GmbH,30,50
700031,2.Ruscha Residential GmbH,29,51
700032,RI Nord GmbH,42,36
700032,RI Living GmbH,40,37
700032,Chandos Holdings UG,28,39
700032,Arcangel Assets GmbH,33,40
700032,Ruscha Residential GmbH,34,41
700032,Nuveen HoldCo,36,43
700032,TIAA General Account Housing German Property GmbH,37,44
700032,TIAA General Account Housing German Service GmbH,38,45
700032,Exporo Bestand 46 GmbH,35,47
700032,2.Chandos Holdings UG,32,49
700032,2.Arcangel Assets GmbH,30,50
700032,2.Ruscha Residential GmbH,29,51
700033,RI Nord GmbH,42,36
700033,RI Living GmbH,40,37
700033,Chandos Holdings UG,28,39
700033,Arcangel Assets GmbH,33,40
700033,Ruscha Residential GmbH,34,41
700033,Nuveen HoldCo,36,43
700033,TIAA General Account Housing German Property GmbH,37,44
700033,TIAA General Account Housing German Service GmbH,38,45
700033,Exporo Bestand 46 GmbH,35,47
700033,2.Chandos Holdings UG,32,49
700033,2.Arcangel Assets GmbH,30,50
700033,2.Ruscha Residential GmbH,29,51
700034,RI Nord GmbH,42,36
700034,RI Living GmbH,40,37
700034,Chandos Holdings UG,28,39
700034,Arcangel Assets GmbH,33,40
700034,Ruscha Residential GmbH,34,41
700034,Nuveen HoldCo,36,43
700034,TIAA General Account Housing German Property GmbH,37,44
700034,TIAA General Account Housing German Service GmbH,38,45
700034,Exporo Bestand 46 GmbH,35,47
700034,2.Chandos Holdings UG,32,49
700034,2.Arcangel Assets GmbH,30,50
700034,2.Ruscha Residential GmbH,29,51
700035,RI Nord GmbH,42,36
700035,RI Living GmbH,40,37
700035,Chandos Holdings UG,28,39
700035,Arcangel Assets GmbH,33,40
700035,Ruscha Residential GmbH,34,41
700035,Nuveen HoldCo,36,43
700035,TIAA General Account Housing German Property GmbH,37,44
700035,TIAA General Account Housing German Service GmbH,38,45
700035,Exporo Bestand 46 GmbH,35,47
700035,2.Chandos Holdings UG,32,49
700035,2.Arcangel Assets GmbH,30,50
700035,2.Ruscha Residential GmbH,29,51
700036,RI Nord GmbH,42,36
700036,RI Living GmbH,40,37
700036,Chandos Holdings UG,28,39
700036,Arcangel Assets GmbH,33,40
700036,Ruscha Residential GmbH,34,41
700036,Nuveen HoldCo,36,43
700036,TIAA General Account Housing German Property GmbH,37,44
700036,TIAA General Account Housing German Service GmbH,38,45
700036,Exporo Bestand 46 GmbH,35,47
700036,2.Chandos Holdings UG,32,49
700036,2.Arcangel Assets GmbH,30,50
700036,2.Ruscha Residential GmbH,29,51
700037,RI Nord GmbH,42,36
700037,RI Living GmbH,40,37
700037,Chandos Holdings UG,28,39
700037,Arcangel Assets GmbH,33,40
700037,Ruscha Residential GmbH,34,41
700037,Nuveen HoldCo,36,43
700037,TIAA General Account Housing German Property GmbH,37,44
700037,TIAA General Account Housing German Service GmbH,38,45
700037,Exporo Bestand 46 GmbH,35,47
700037,2.Chandos Holdings UG,32,49
700037,2.Arcangel Assets GmbH,30,50
700037,2.Ruscha Residential GmbH,29,51
700038,RI Nord GmbH,42,36
700038,RI Living GmbH,40,37
700038,Chandos Holdings UG,28,39
700038,Arcangel Assets GmbH,33,40
700038,Ruscha Residential GmbH,34,41
700038,Nuveen HoldCo,36,43
700038,TIAA General Account Housing German Property GmbH,37,44
700038,TIAA General Account Housing German Service GmbH,38,45
700038,Exporo Bestand 46 GmbH,35,47
700038,2.Chandos Holdings UG,32,49
700038,2.Arcangel Assets GmbH,30,50
700038,2.Ruscha Residential GmbH,29,51
700039,RI Nord GmbH,42,36
700039,RI Living GmbH,40,37
700039,Chandos Holdings UG,28,39
700039,Arcangel Assets GmbH,33,40
700039,Ruscha Residential GmbH,34,41
700039,Nuveen HoldCo,36,43
700039,TIAA General Account Housing German Property GmbH,37,44
700039,TIAA General Account Housing German Service GmbH,38,45
700039,Exporo Bestand 46 GmbH,35,47
700039,2.Chandos Holdings UG,32,49
700039,2.Arcangel Assets GmbH,30,50
700039,2.Ruscha Residential GmbH,29,51
700040,RI Nord GmbH,42,36
700040,RI Living GmbH,40,37
700040,Chandos Holdings UG,28,39
700040,Arcangel Assets GmbH,33,40
700040,Ruscha Residential GmbH,34,41
700040,Nuveen HoldCo,36,43
700040,TIAA General Account Housing German Property GmbH,37,44
700040,TIAA General Account Housing German Service GmbH,38,45
700040,Exporo Bestand 46 GmbH,35,47
700040,2.Chandos Holdings UG,32,49
700040,2.Arcangel Assets GmbH,30,50
700040,2.Ruscha Residential GmbH,29,51
700041,RI Nord GmbH,42,36
700041,RI Living GmbH,40,37
700041,Chandos Holdings UG,28,39
700041,Arcangel Assets GmbH,33,40
700041,Ruscha Residential GmbH,34,41
700041,Nuveen HoldCo,36,43
700041,TIAA General Account Housing German Property GmbH,37,44
700041,TIAA General Account Housing German Service GmbH,38,45
700041,Exporo Bestand 46 GmbH,35,47
700041,2.Chandos Holdings UG,32,49
700041,2.Arcangel Assets GmbH,30,50
700041,2.Ruscha Residential GmbH,29,51
700042,RI Nord GmbH,42,36
700042,RI Living GmbH,40,37
700042,Chandos Holdings UG,28,39
700042,Arcangel Assets GmbH,33,40
700042,Ruscha Residential GmbH,34,41
700042,Nuveen HoldCo,36,43
700042,TIAA General Account Housing German Property GmbH,37,44
700042,TIAA General Account Housing German Service GmbH,38,45
700042,Exporo Bestand 46 GmbH,35,47
700042,2.Chandos Holdings UG,32,49
700042,2.Arcangel Assets GmbH,30,50
700042,2.Ruscha Residential GmbH,29,51
700043,RI Nord GmbH,42,36
700043,RI Living GmbH,40,37
700043,Chandos Holdings UG,28,39
700043,Arcangel Assets GmbH,33,40
700043,Ruscha Residential GmbH,34,41
700043,Nuveen HoldCo,36,43
700043,TIAA General Account Housing German Property GmbH,37,44
700043,TIAA General Account Housing German Service GmbH,38,45
700043,Exporo Bestand 46 GmbH,35,47
700043,2.Chandos Holdings UG,32,49
700043,2.Arcangel Assets GmbH,30,50
700043,2.Ruscha Residential GmbH,29,51
700044,RI Nord GmbH,42,36
700044,RI Living GmbH,40,37
700044,Chandos Holdings UG,28,39
700044,Arcangel Assets GmbH,33,40
700044,Ruscha Residential GmbH,34,41
700044,Nuveen HoldCo,36,43
700044,TIAA General Account Housing German Property GmbH,37,44
700044,TIAA General Account Housing German Service GmbH,38,45
700044,Exporo Bestand 46 GmbH,35,47
700044,2.Chandos Holdings UG,32,49
700044,2.Arcangel Assets GmbH,30,50
700044,2.Ruscha Residential GmbH,29,51
700045,RI Nord GmbH,42,36
700045,RI Living GmbH,40,37
700045,Chandos Holdings UG,28,39
700045,Arcangel Assets GmbH,33,40
700045,Ruscha Residential GmbH,34,41
700045,Nuveen HoldCo,36,43
700045,TIAA General Account Housing German Property GmbH,37,44
700045,TIAA General Account Housing German Service GmbH,38,45
700045,Exporo Bestand 46 GmbH,35,47
700045,2.Chandos Holdings UG,32,49
700045,2.Arcangel Assets GmbH,30,50
700045,2.Ruscha Residential GmbH,29,51
700046,RI Nord GmbH,42,36
700046,RI Living GmbH,40,37
700046,Chandos Holdings UG,28,39
700046,Arcangel Assets GmbH,33,40
700046,Ruscha Residential GmbH,34,41
700046,Nuveen HoldCo,36,43
700046,TIAA General Account Housing German Property GmbH,37,44
700046,TIAA General Account Housing German Service GmbH,38,45
700046,Exporo Bestand 46 GmbH,35,47
700046,2.Chandos Holdings UG,32,49
700046,2.Arcangel Assets GmbH,30,50
700046,2.Ruscha Residential GmbH,29,51
700047,RI Nord GmbH,42,36
700047,RI Living GmbH,40,37
700047,Chandos Holdings UG,28,39
700047,Arcangel Assets GmbH,33,40
700047,Ruscha Residential GmbH,34,41
700047,Nuveen HoldCo,36,43
700047,TIAA General Account Housing German Property GmbH,37,44
700047,TIAA General Account Housing German Service GmbH,38,45
700047,Exporo Bestand 46 GmbH,35,47
700047,2.Chandos Holdings UG,32,49
700047,2.Arcangel Assets GmbH,30,50
700047,2.Ruscha Residential GmbH,29,51
700048,RI Nord GmbH,42,36
700048,RI Living GmbH,40,37
700048,Chandos Holdings UG,28,39
700048,Arcangel Assets GmbH,33,40
700048,Ruscha Residential GmbH,34,41
700048,Nuveen HoldCo,36,43
700048,TIAA General Account Housing German Property GmbH,37,44
700048,TIAA General Account Housing German Service GmbH,38,45
700048,Exporo Bestand 46 GmbH,35,47
700048,2.Chandos Holdings UG,32,49
700048,2.Arcangel Assets GmbH,30,50
700048,2.Ruscha Residential GmbH,29,51
700049,RI Nord GmbH,42,36
700049,RI Living GmbH,40,37
700049,Chandos Holdings UG,28,39
700049,Arcangel Assets GmbH,33,40
700049,Ruscha Residential GmbH,34,41
700049,Nuveen HoldCo,36,43
700049,TIAA General Account Housing German Property GmbH,37,44
700049,TIAA General Account Housing German Service GmbH,38,45
700049,Exporo Bestand 46 GmbH,35,47
700049,2.Chandos Holdings UG,32,49
700049,2.Arcangel Assets GmbH,30,50
700049,2.Ruscha Residential GmbH,29,51
700050,RI Nord GmbH,42,36
700050,RI Living GmbH,40,37
700050,Chandos Holdings UG,28,39
700050,Arcangel Assets GmbH,33,40
700050,Ruscha Residential GmbH,34,41
700050,Nuveen HoldCo,36,43
700050,TIAA General Account Housing German Property GmbH,37,44
700050,TIAA General Account Housing German Service GmbH,38,45
700050,Exporo Bestand 46 GmbH,35,47
700050,2.Chandos Holdings UG,32,49
700050,2.Arcangel Assets GmbH,30,50
700050,2.Ruscha Residential GmbH,29,51
700051,RI Nord GmbH,42,36
700051,RI Living GmbH,40,37
700051,Chandos Holdings UG,28,39
700051,Arcangel Assets GmbH,33,40
700051,Ruscha Residential GmbH,34,41
700051,Nuveen HoldCo,36,43
700051,TIAA General Account Housing German Property GmbH,37,44
700051,TIAA General Account Housing German Service GmbH,38,45
700051,Exporo Bestand 46 GmbH,35,47
700051,2.Chandos Holdings UG,32,49
700051,2.Arcangel Assets GmbH,30,50
700051,2.Ruscha Residential GmbH,29,51
700052,RI Nord GmbH,42,36
700052,RI Living GmbH,40,37
700052,Chandos Holdings UG,28,39
700052,Arcangel Assets GmbH,33,40
700052,Ruscha Residential GmbH,34,41
700052,Nuveen HoldCo,36,43
700052,TIAA General Account Housing German Property GmbH,37,44
700052,TIAA General Account Housing German Service GmbH,38,45
700052,Exporo Bestand 46 GmbH,35,47
700052,2.Chandos Holdings UG,32,49
700052,2.Arcangel Assets GmbH,30,50
700052,2.Ruscha Residential GmbH,29,51
700053,RI Nord GmbH,42,36
700053,RI Living GmbH,40,37
700053,Chandos Holdings UG,28,39
700053,Arcangel Assets GmbH,33,40
700053,Ruscha Residential GmbH,34,41
700053,Nuveen HoldCo,36,43
700053,TIAA General Account Housing German Property GmbH,37,44
700053,TIAA General Account Housing German Service GmbH,38,45
700053,Exporo Bestand 46 GmbH,35,47
700053,2.Chandos Holdings UG,32,49
700053,2.Arcangel Assets GmbH,30,50
700053,2.Ruscha Residential GmbH,29,51
700054,RI Nord GmbH,42,36
700054,RI Living GmbH,40,37
700054,Chandos Holdings UG,28,39
700054,Arcangel Assets GmbH,33,40
700054,Ruscha Residential GmbH,34,41
700054,Nuveen HoldCo,36,43
700054,TIAA General Account Housing German Property GmbH,37,44
700054,TIAA General Account Housing German Service GmbH,38,45
700054,Exporo Bestand 46 GmbH,35,47
700054,2.Chandos Holdings UG,32,49
700054,2.Arcangel Assets GmbH,30,50
700054,2.Ruscha Residential GmbH,29,51
700055,RI Nord GmbH,42,36
700055,RI Living GmbH,40,37
700055,Chandos Holdings UG,28,39
700055,Arcangel Assets GmbH,33,40
700055,Ruscha Residential GmbH,34,41
700055,Nuveen HoldCo,36,43
700055,TIAA General Account Housing German Property GmbH,37,44
700055,TIAA General Account Housing German Service GmbH,38,45
700055,Exporo Bestand 46 GmbH,35,47
700055,2.Chandos Holdings UG,32,49
700055,2.Arcangel Assets GmbH,30,50
700055,2.Ruscha Residential GmbH,29,51
700056,RI Nord GmbH,42,36
700056,RI Living GmbH,40,37
700056,Chandos Holdings UG,28,39
700056,Arcangel Assets GmbH,33,40
700056,Ruscha Residential GmbH,34,41
700056,Nuveen HoldCo,36,43
700056,TIAA General Account Housing German Property GmbH,37,44
700056,TIAA General Account Housing German Service GmbH,38,45
700056,Exporo Bestand 46 GmbH,35,47
700056,2.Chandos Holdings UG,32,49
700056,2.Arcangel Assets GmbH,30,50
700056,2.Ruscha Residential GmbH,29,51
700057,RI Nord GmbH,42,36
700057,RI Living GmbH,40,37
700057,Chandos Holdings UG,28,39
700057,Arcangel Assets GmbH,33,40
700057,Ruscha Residential GmbH,34,41
700057,Nuveen HoldCo,36,43
700057,TIAA General Account Housing German Property GmbH,37,44
700057,TIAA General Account Housing German Service GmbH,38,45
700057,Exporo Bestand 46 GmbH,35,47
