Vendor,Subsidiary Col A,Sub Int ID in Prod,Sub Int in SB
GER - 1458,Arcangel Assets GmbH,33,40
GER - 1458,Ruscha Residential GmbH,34,41
GER - 1458,Nuveen HoldCo,36,43
GER - 1458,TIAA General Account Housing German Property GmbH,37,44
GER - 1458,TIAA General Account Housing German Service GmbH,38,45
GER - 1458,Exporo Bestand 46 GmbH,35,47
GER - 1458,2.Chandos Holdings UG,32,49
GER - 1458,2.Arcangel Assets GmbH,30,50
GER - 1458,2.Ruscha Residential GmbH,29,51
GER - 1459,RI Nord GmbH,42,36
GER - 1459,RI Living GmbH,40,37
GER - 1459,Chandos Holdings UG,28,39
GER - 1459,Arcangel Assets GmbH,33,40
GER - 1459,Ruscha Residential GmbH,34,41
GER - 1459,Nuveen HoldCo,36,43
GER - 1459,TIAA General Account Housing German Property GmbH,37,44
GER - 1459,TIAA General Account Housing German Service GmbH,38,45
GER - 1459,Exporo Bestand 46 GmbH,35,47
GER - 1459,2.Chandos Holdings UG,32,49
GER - 1459,2.Arcangel Assets GmbH,30,50
GER - 1459,2.Ruscha Residential GmbH,29,51
GER - 1460,RI Nord GmbH,42,36
GER - 1460,RI Living GmbH,40,37
GER - 1460,Chandos Holdings UG,28,39
GER - 1460,Arcangel Assets GmbH,33,40
GER - 1460,Ruscha Residential GmbH,34,41
GER - 1460,Nuveen HoldCo,36,43
GER - 1460,TIAA General Account Housing German Property GmbH,37,44
GER - 1460,TIAA General Account Housing German Service GmbH,38,45
GER - 1460,Exporo Bestand 46 GmbH,35,47
GER - 1460,2.Chandos Holdings UG,32,49
GER - 1460,2.Arcangel Assets GmbH,30,50
GER - 1460,2.Ruscha Residential GmbH,29,51
GER - 1461,RI Nord GmbH,42,36
GER - 1461,RI Living GmbH,40,37
GER - 1461,Chandos Holdings UG,28,39
GER - 1461,Arcangel Assets GmbH,33,40
GER - 1461,Ruscha Residential GmbH,34,41
GER - 1461,Nuveen HoldCo,36,43
GER - 1461,TIAA General Account Housing German Property GmbH,37,44
GER - 1461,TIAA General Account Housing German Service GmbH,38,45
GER - 1461,Exporo Bestand 46 GmbH,35,47
GER - 1461,2.Chandos Holdings UG,32,49
GER - 1461,2.Arcangel Assets GmbH,30,50
GER - 1461,2.Ruscha Residential GmbH,29,51
GER - 1463,RI Nord GmbH,42,36
GER - 1463,RI Living GmbH,40,37
GER - 1463,Chandos Holdings UG,28,39
GER - 1463,Arcangel Assets GmbH,33,40
GER - 1463,Ruscha Residential GmbH,34,41
GER - 1463,Nuveen HoldCo,36,43
GER - 1463,TIAA General Account Housing German Property GmbH,37,44
GER - 1463,TIAA General Account Housing German Service GmbH,38,45
GER - 1463,Exporo Bestand 46 GmbH,35,47
GER - 1463,2.Chandos Holdings UG,32,49
GER - 1463,2.Arcangel Assets GmbH,30,50
GER - 1463,2.Ruscha Residential GmbH,29,51
GER - 1465,RI Nord GmbH,42,36
GER - 1465,RI Living GmbH,40,37
GER - 1465,Chandos Holdings UG,28,39
GER - 1465,Arcangel Assets GmbH,33,40
GER - 1465,Ruscha Residential GmbH,34,41
GER - 1465,Nuveen HoldCo,36,43
GER - 1465,TIAA General Account Housing German Property GmbH,37,44
GER - 1465,TIAA General Account Housing German Service GmbH,38,45
GER - 1465,Exporo Bestand 46 GmbH,35,47
GER - 1465,2.Chandos Holdings UG,32,49
GER - 1465,2.Arcangel Assets GmbH,30,50
GER - 1465,2.Ruscha Residential GmbH,29,51
GER - 1466,RI Nord GmbH,42,36
GER - 1466,RI Living GmbH,40,37
GER - 1466,Chandos Holdings UG,28,39
GER - 1466,Arcangel Assets GmbH,33,40
GER - 1466,Ruscha Residential GmbH,34,41
GER - 1466,Nuveen HoldCo,36,43
GER - 1466,TIAA General Account Housing German Property GmbH,37,44
GER - 1466,TIAA General Account Housing German Service GmbH,38,45
GER - 1466,Exporo Bestand 46 GmbH,35,47
GER - 1466,2.Chandos Holdings UG,32,49
GER - 1466,2.Arcangel Assets GmbH,30,50
GER - 1466,2.Ruscha Residential GmbH,29,51
GER - 1467,RI Nord GmbH,42,36
GER - 1467,RI Living GmbH,40,37
GER - 1467,Chandos Holdings UG,28,39
GER - 1467,Arcangel Assets GmbH,33,40
GER - 1467,Ruscha Residential GmbH,34,41
GER - 1467,Nuveen HoldCo,36,43
GER - 1467,TIAA General Account Housing German Property GmbH,37,44
GER - 1467,TIAA General Account Housing German Service GmbH,38,45
GER - 1467,Exporo Bestand 46 GmbH,35,47
GER - 1467,2.Chandos Holdings UG,32,49
GER - 1467,2.Arcangel Assets GmbH,30,50
GER - 1467,2.Ruscha Residential GmbH,29,51
GER - 1468,RI Nord GmbH,42,36
GER - 1468,RI Living GmbH,40,37
GER - 1468,Chandos Holdings UG,28,39
GER - 1468,Arcangel Assets GmbH,33,40
GER - 1468,Ruscha Residential GmbH,34,41
GER - 1468,Nuveen HoldCo,36,43
GER - 1468,TIAA General Account Housing German Property GmbH,37,44
GER - 1468,TIAA General Account Housing German Service GmbH,38,45
GER - 1468,Exporo Bestand 46 GmbH,35,47
GER - 1468,2.Chandos Holdings UG,32,49
GER - 1468,2.Arcangel Assets GmbH,30,50
GER - 1468,2.Ruscha Residential GmbH,29,51
GER - 1470,RI Nord GmbH,42,36
GER - 1470,RI Living GmbH,40,37
GER - 1470,Chandos Holdings UG,28,39
GER - 1470,Arcangel Assets GmbH,33,40
GER - 1470,Ruscha Residential GmbH,34,41
GER - 1470,Nuveen HoldCo,36,43
GER - 1470,TIAA General Account Housing German Property GmbH,37,44
GER - 1470,TIAA General Account Housing German Service GmbH,38,45
GER - 1470,Exporo Bestand 46 GmbH,35,47
GER - 1470,2.Chandos Holdings UG,32,49
GER - 1470,2.Arcangel Assets GmbH,30,50
GER - 1470,2.Ruscha Residential GmbH,29,51
GER - 1471,RI Nord GmbH,42,36
GER - 1471,RI Living GmbH,40,37
GER - 1471,Chandos Holdings UG,28,39
GER - 1471,Arcangel Assets GmbH,33,40
GER - 1471,Ruscha Residential GmbH,34,41
GER - 1471,Nuveen HoldCo,36,43
GER - 1471,TIAA General Account Housing German Property GmbH,37,44
GER - 1471,TIAA General Account Housing German Service GmbH,38,45
GER - 1471,Exporo Bestand 46 GmbH,35,47
GER - 1471,2.Chandos Holdings UG,32,49
GER - 1471,2.Arcangel Assets GmbH,30,50
GER - 1471,2.Ruscha Residential GmbH,29,51
GER - 1472,RI Nord GmbH,42,36
GER - 1472,RI Living GmbH,40,37
GER - 1472,Chandos Holdings UG,28,39
GER - 1472,Arcangel Assets GmbH,33,40
GER - 1472,Ruscha Residential GmbH,34,41
GER - 1472,Nuveen HoldCo,36,43
GER - 1472,TIAA General Account Housing German Property GmbH,37,44
GER - 1472,TIAA General Account Housing German Service GmbH,38,45
GER - 1472,Exporo Bestand 46 GmbH,35,47
GER - 1472,2.Chandos Holdings UG,32,49
GER - 1472,2.Arcangel Assets GmbH,30,50
GER - 1472,2.Ruscha Residential GmbH,29,51
GER - 1473,RI Nord GmbH,42,36
GER - 1473,RI Living GmbH,40,37
GER - 1473,Chandos Holdings UG,28,39
GER - 1473,Arcangel Assets GmbH,33,40
GER - 1473,Ruscha Residential GmbH,34,41
GER - 1473,Nuveen HoldCo,36,43
GER - 1473,TIAA General Account Housing German Property GmbH,37,44
GER - 1473,TIAA General Account Housing German Service GmbH,38,45
GER - 1473,Exporo Bestand 46 GmbH,35,47
GER - 1473,2.Chandos Holdings UG,32,49
GER - 1473,2.Arcangel Assets GmbH,30,50
GER - 1473,2.Ruscha Residential GmbH,29,51
GER - 1474,RI Nord GmbH,42,36
GER - 1474,RI Living GmbH,40,37
GER - 1474,Chandos Holdings UG,28,39
GER - 1474,Arcangel Assets GmbH,33,40
GER - 1474,Ruscha Residential GmbH,34,41
GER - 1474,Nuveen HoldCo,36,43
GER - 1474,TIAA General Account Housing German Property GmbH,37,44
GER - 1474,TIAA General Account Housing German Service GmbH,38,45
GER - 1474,Exporo Bestand 46 GmbH,35,47
GER - 1474,2.Chandos Holdings UG,32,49
GER - 1474,2.Arcangel Assets GmbH,30,50
GER - 1474,2.Ruscha Residential GmbH,29,51
GER - 1475,RI Nord GmbH,42,36
GER - 1475,RI Living GmbH,40,37
GER - 1475,Chandos Holdings UG,28,39
GER - 1475,Arcangel Assets GmbH,33,40
GER - 1475,Ruscha Residential GmbH,34,41
GER - 1475,Nuveen HoldCo,36,43
GER - 1475,TIAA General Account Housing German Property GmbH,37,44
GER - 1475,TIAA General Account Housing German Service GmbH,38,45
GER - 1475,Exporo Bestand 46 GmbH,35,47
GER - 1475,2.Chandos Holdings UG,32,49
GER - 1475,2.Arcangel Assets GmbH,30,50
GER - 1475,2.Ruscha Residential GmbH,29,51
GER - 1476,RI Nord GmbH,42,36
GER - 1476,RI Living GmbH,40,37
GER - 1476,Chandos Holdings UG,28,39
GER - 1476,Arcangel Assets GmbH,33,40
GER - 1476,Ruscha Residential GmbH,34,41
GER - 1476,Nuveen HoldCo,36,43
GER - 1476,TIAA General Account Housing German Property GmbH,37,44
GER - 1476,TIAA General Account Housing German Service GmbH,38,45
GER - 1476,Exporo Bestand 46 GmbH,35,47
GER - 1476,2.Chandos Holdings UG,32,49
GER - 1476,2.Arcangel Assets GmbH,30,50
GER - 1476,2.Ruscha Residential GmbH,29,51
GER - 1477,RI Nord GmbH,42,36
GER - 1477,RI Living GmbH,40,37
GER - 1477,Chandos Holdings UG,28,39
GER - 1477,Arcangel Assets GmbH,33,40
GER - 1477,Ruscha Residential GmbH,34,41
GER - 1477,Nuveen HoldCo,36,43
GER - 1477,TIAA General Account Housing German Property GmbH,37,44
GER - 1477,TIAA General Account Housing German Service GmbH,38,45
GER - 1477,Exporo Bestand 46 GmbH,35,47
GER - 1477,2.Chandos Holdings UG,32,49
GER - 1477,2.Arcangel Assets GmbH,30,50
GER - 1477,2.Ruscha Residential GmbH,29,51
GER - 1478,RI Nord GmbH,42,36
GER - 1478,RI Living GmbH,40,37
GER - 1478,Chandos Holdings UG,28,39
GER - 1478,Arcangel Assets GmbH,33,40
GER - 1478,Ruscha Residential GmbH,34,41
GER - 1478,Nuveen HoldCo,36,43
GER - 1478,TIAA General Account Housing German Property GmbH,37,44
GER - 1478,TIAA General Account Housing German Service GmbH,38,45
GER - 1478,Exporo Bestand 46 GmbH,35,47
GER - 1478,2.Chandos Holdings UG,32,49
GER - 1478,2.Arcangel Assets GmbH,30,50
GER - 1478,2.Ruscha Residential GmbH,29,51
GER - 1479,RI Nord GmbH,42,36
GER - 1479,RI Living GmbH,40,37
GER - 1479,Chandos Holdings UG,28,39
GER - 1479,Arcangel Assets GmbH,33,40
GER - 1479,Ruscha Residential GmbH,34,41
GER - 1479,Nuveen HoldCo,36,43
GER - 1479,TIAA General Account Housing German Property GmbH,37,44
GER - 1479,TIAA General Account Housing German Service GmbH,38,45
GER - 1479,Exporo Bestand 46 GmbH,35,47
GER - 1479,2.Chandos Holdings UG,32,49
GER - 1479,2.Arcangel Assets GmbH,30,50
GER - 1479,2.Ruscha Residential GmbH,29,51
GER - 1481,RI Nord GmbH,42,36
GER - 1481,RI Living GmbH,40,37
GER - 1481,Chandos Holdings UG,28,39
GER - 1481,Arcangel Assets GmbH,33,40
GER - 1481,Ruscha Residential GmbH,34,41
GER - 1481,Nuveen HoldCo,36,43
GER - 1481,TIAA General Account Housing German Property GmbH,37,44
GER - 1481,TIAA General Account Housing German Service GmbH,38,45
GER - 1481,Exporo Bestand 46 GmbH,35,47
GER - 1481,2.Chandos Holdings UG,32,49
GER - 1481,2.Arcangel Assets GmbH,30,50
GER - 1481,2.Ruscha Residential GmbH,29,51
GER - 1483,RI Nord GmbH,42,36
GER - 1483,RI Living GmbH,40,37
GER - 1483,Chandos Holdings UG,28,39
GER - 1483,Arcangel Assets GmbH,33,40
GER - 1483,Ruscha Residential GmbH,34,41
GER - 1483,Nuveen HoldCo,36,43
GER - 1483,TIAA General Account Housing German Property GmbH,37,44
GER - 1483,TIAA General Account Housing German Service GmbH,38,45
GER - 1483,Exporo Bestand 46 GmbH,35,47
GER - 1483,2.Chandos Holdings UG,32,49
GER - 1483,2.Arcangel Assets GmbH,30,50
GER - 1483,2.Ruscha Residential GmbH,29,51
GER - 1484,RI Nord GmbH,42,36
GER - 1484,RI Living GmbH,40,37
GER - 1484,Chandos Holdings UG,28,39
GER - 1484,Arcangel Assets GmbH,33,40
GER - 1484,Ruscha Residential GmbH,34,41
GER - 1484,Nuveen HoldCo,36,43
GER - 1484,TIAA General Account Housing German Property GmbH,37,44
GER - 1484,TIAA General Account Housing German Service GmbH,38,45
GER - 1484,Exporo Bestand 46 GmbH,35,47
GER - 1484,2.Chandos Holdings UG,32,49
GER - 1484,2.Arcangel Assets GmbH,30,50
GER - 1484,2.Ruscha Residential GmbH,29,51
GER - 1485,RI Nord GmbH,42,36
GER - 1485,RI Living GmbH,40,37
GER - 1485,Chandos Holdings UG,28,39
GER - 1485,Arcangel Assets GmbH,33,40
GER - 1485,Ruscha Residential GmbH,34,41
GER - 1485,Nuveen HoldCo,36,43
GER - 1485,TIAA General Account Housing German Property GmbH,37,44
GER - 1485,TIAA General Account Housing German Service GmbH,38,45
GER - 1485,Exporo Bestand 46 GmbH,35,47
GER - 1485,2.Chandos Holdings UG,32,49
GER - 1485,2.Arcangel Assets GmbH,30,50
GER - 1485,2.Ruscha Residential GmbH,29,51
GER - 1489,RI Nord GmbH,42,36
GER - 1489,RI Living GmbH,40,37
GER - 1489,Chandos Holdings UG,28,39
GER - 1489,Arcangel Assets GmbH,33,40
GER - 1489,Ruscha Residential GmbH,34,41
GER - 1489,Nuveen HoldCo,36,43
GER - 1489,TIAA General Account Housing German Property GmbH,37,44
GER - 1489,TIAA General Account Housing German Service GmbH,38,45
GER - 1489,Exporo Bestand 46 GmbH,35,47
GER - 1489,2.Chandos Holdings UG,32,49
GER - 1489,2.Arcangel Assets GmbH,30,50
GER - 1489,2.Ruscha Residential GmbH,29,51
GER - 1490,RI Nord GmbH,42,36
GER - 1490,RI Living GmbH,40,37
GER - 1490,Chandos Holdings UG,28,39
GER - 1490,Arcangel Assets GmbH,33,40
GER - 1490,Ruscha Residential GmbH,34,41
GER - 1490,Nuveen HoldCo,36,43
GER - 1490,TIAA General Account Housing German Property GmbH,37,44
GER - 1490,TIAA General Account Housing German Service GmbH,38,45
GER - 1490,Exporo Bestand 46 GmbH,35,47
GER - 1490,2.Chandos Holdings UG,32,49
GER - 1490,2.Arcangel Assets GmbH,30,50
GER - 1490,2.Ruscha Residential GmbH,29,51
GER - 1491,RI Nord GmbH,42,36
GER - 1491,RI Living GmbH,40,37
GER - 1491,Chandos Holdings UG,28,39
GER - 1491,Arcangel Assets GmbH,33,40
GER - 1491,Ruscha Residential GmbH,34,41
GER - 1491,Nuveen HoldCo,36,43
GER - 1491,TIAA General Account Housing German Property GmbH,37,44
GER - 1491,TIAA General Account Housing German Service GmbH,38,45
GER - 1491,Exporo Bestand 46 GmbH,35,47
GER - 1491,2.Chandos Holdings UG,32,49
GER - 1491,2.Arcangel Assets GmbH,30,50
GER - 1491,2.Ruscha Residential GmbH,29,51
GER - 1492,RI Nord GmbH,42,36
GER - 1492,RI Living GmbH,40,37
GER - 1492,Chandos Holdings UG,28,39
GER - 1492,Arcangel Assets GmbH,33,40
GER - 1492,Ruscha Residential GmbH,34,41
GER - 1492,Nuveen HoldCo,36,43
GER - 1492,TIAA General Account Housing German Property GmbH,37,44
GER - 1492,TIAA General Account Housing German Service GmbH,38,45
GER - 1492,Exporo Bestand 46 GmbH,35,47
GER - 1492,2.Chandos Holdings UG,32,49
GER - 1492,2.Arcangel Assets GmbH,30,50
GER - 1492,2.Ruscha Residential GmbH,29,51
GER - 1493,RI Nord GmbH,42,36
GER - 1493,RI Living GmbH,40,37
GER - 1493,Chandos Holdings UG,28,39
GER - 1493,Arcangel Assets GmbH,33,40
GER - 1493,Ruscha Residential GmbH,34,41
GER - 1493,Nuveen HoldCo,36,43
GER - 1493,TIAA General Account Housing German Property GmbH,37,44
GER - 1493,TIAA General Account Housing German Service GmbH,38,45
GER - 1493,Exporo Bestand 46 GmbH,35,47
GER - 1493,2.Chandos Holdings UG,32,49
GER - 1493,2.Arcangel Assets GmbH,30,50
GER - 1493,2.Ruscha Residential GmbH,29,51
GER - 1494,RI Nord GmbH,42,36
GER - 1494,RI Living GmbH,40,37
GER - 1494,Chandos Holdings UG,28,39
GER - 1494,Arcangel Assets GmbH,33,40
GER - 1494,Ruscha Residential GmbH,34,41
GER - 1494,Nuveen HoldCo,36,43
GER - 1494,TIAA General Account Housing German Property GmbH,37,44
GER - 1494,TIAA General Account Housing German Service GmbH,38,45
GER - 1494,Exporo Bestand 46 GmbH,35,47
GER - 1494,2.Chandos Holdings UG,32,49
GER - 1494,2.Arcangel Assets GmbH,30,50
GER - 1494,2.Ruscha Residential GmbH,29,51
GER - 1495,RI Nord GmbH,42,36
GER - 1495,RI Living GmbH,40,37
GER - 1495,Chandos Holdings UG,28,39
GER - 1495,Arcangel Assets GmbH,33,40
GER - 1495,Ruscha Residential GmbH,34,41
GER - 1495,Nuveen HoldCo,36,43
GER - 1495,TIAA General Account Housing German Property GmbH,37,44
GER - 1495,TIAA General Account Housing German Service GmbH,38,45
GER - 1495,Exporo Bestand 46 GmbH,35,47
GER - 1495,2.Chandos Holdings UG,32,49
GER - 1495,2.Arcangel Assets GmbH,30,50
GER - 1495,2.Ruscha Residential GmbH,29,51
GER - 1496,RI Nord GmbH,42,36
GER - 1496,RI Living GmbH,40,37
GER - 1496,Chandos Holdings UG,28,39
GER - 1496,Arcangel Assets GmbH,33,40
GER - 1496,Ruscha Residential GmbH,34,41
GER - 1496,Nuveen HoldCo,36,43
GER - 1496,TIAA General Account Housing German Property GmbH,37,44
GER - 1496,TIAA General Account Housing German Service GmbH,38,45
GER - 1496,Exporo Bestand 46 GmbH,35,47
GER - 1496,2.Chandos Holdings UG,32,49
GER - 1496,2.Arcangel Assets GmbH,30,50
GER - 1496,2.Ruscha Residential GmbH,29,51
GER - 1497,RI Nord GmbH,42,36
GER - 1497,RI Living GmbH,40,37
GER - 1497,Chandos Holdings UG,28,39
GER - 1497,Arcangel Assets GmbH,33,40
GER - 1497,Ruscha Residential GmbH,34,41
GER - 1497,Nuveen HoldCo,36,43
GER - 1497,TIAA General Account Housing German Property GmbH,37,44
GER - 1497,TIAA General Account Housing German Service GmbH,38,45
GER - 1497,Exporo Bestand 46 GmbH,35,47
GER - 1497,2.Chandos Holdings UG,32,49
GER - 1497,2.Arcangel Assets GmbH,30,50
GER - 1497,2.Ruscha Residential GmbH,29,51
GER - 1498,RI Nord GmbH,42,36
GER - 1498,RI Living GmbH,40,37
GER - 1498,Chandos Holdings UG,28,39
GER - 1498,Arcangel Assets GmbH,33,40
GER - 1498,Ruscha Residential GmbH,34,41
GER - 1498,Nuveen HoldCo,36,43
GER - 1498,TIAA General Account Housing German Property GmbH,37,44
GER - 1498,TIAA General Account Housing German Service GmbH,38,45
GER - 1498,Exporo Bestand 46 GmbH,35,47
GER - 1498,2.Chandos Holdings UG,32,49
GER - 1498,2.Arcangel Assets GmbH,30,50
GER - 1498,2.Ruscha Residential GmbH,29,51
GER - 1499,RI Nord GmbH,42,36
GER - 1499,RI Living GmbH,40,37
GER - 1499,Chandos Holdings UG,28,39
GER - 1499,Arcangel Assets GmbH,33,40
GER - 1499,Ruscha Residential GmbH,34,41
GER - 1499,Nuveen HoldCo,36,43
GER - 1499,TIAA General Account Housing German Property GmbH,37,44
GER - 1499,TIAA General Account Housing German Service GmbH,38,45
GER - 1499,Exporo Bestand 46 GmbH,35,47
GER - 1499,2.Chandos Holdings UG,32,49
GER - 1499,2.Arcangel Assets GmbH,30,50
GER - 1499,2.Ruscha Residential GmbH,29,51
GER - 1500,RI Nord GmbH,42,36
GER - 1500,RI Living GmbH,40,37
GER - 1500,Chandos Holdings UG,28,39
GER - 1500,Arcangel Assets GmbH,33,40
GER - 1500,Ruscha Residential GmbH,34,41
GER - 1500,Nuveen HoldCo,36,43
GER - 1500,TIAA General Account Housing German Property GmbH,37,44
GER - 1500,TIAA General Account Housing German Service GmbH,38,45
GER - 1500,Exporo Bestand 46 GmbH,35,47
GER - 1500,2.Chandos Holdings UG,32,49
GER - 1500,2.Arcangel Assets GmbH,30,50
GER - 1500,2.Ruscha Residential GmbH,29,51
GER - 1503,RI Nord GmbH,42,36
GER - 1503,RI Living GmbH,40,37
GER - 1503,Chandos Holdings UG,28,39
GER - 1503,Arcangel Assets GmbH,33,40
GER - 1503,Ruscha Residential GmbH,34,41
GER - 1503,Nuveen HoldCo,36,43
GER - 1503,TIAA General Account Housing German Property GmbH,37,44
GER - 1503,TIAA General Account Housing German Service GmbH,38,45
GER - 1503,Exporo Bestand 46 GmbH,35,47
GER - 1503,2.Chandos Holdings UG,32,49
GER - 1503,2.Arcangel Assets GmbH,30,50
GER - 1503,2.Ruscha Residential GmbH,29,51
GER - 1504,RI Nord GmbH,42,36
GER - 1504,RI Living GmbH,40,37
GER - 1504,Chandos Holdings UG,28,39
GER - 1504,Arcangel Assets GmbH,33,40
GER - 1504,Ruscha Residential GmbH,34,41
GER - 1504,Nuveen HoldCo,36,43
GER - 1504,TIAA General Account Housing German Property GmbH,37,44
GER - 1504,TIAA General Account Housing German Service GmbH,38,45
GER - 1504,Exporo Bestand 46 GmbH,35,47
GER - 1504,2.Chandos Holdings UG,32,49
GER - 1504,2.Arcangel Assets GmbH,30,50
GER - 1504,2.Ruscha Residential GmbH,29,51
GER - 1505,RI Nord GmbH,42,36
GER - 1505,RI Living GmbH,40,37
GER - 1505,Chandos Holdings UG,28,39
GER - 1505,Arcangel Assets GmbH,33,40
GER - 1505,Ruscha Residential GmbH,34,41
GER - 1505,Nuveen HoldCo,36,43
GER - 1505,TIAA General Account Housing German Property GmbH,37,44
GER - 1505,TIAA General Account Housing German Service GmbH,38,45
GER - 1505,Exporo Bestand 46 GmbH,35,47
GER - 1505,2.Chandos Holdings UG,32,49
GER - 1505,2.Arcangel Assets GmbH,30,50
GER - 1505,2.Ruscha Residential GmbH,29,51
GER - 1506,RI Nord GmbH,42,36
GER - 1506,RI Living GmbH,40,37
GER - 1506,Chandos Holdings UG,28,39
GER - 1506,Arcangel Assets GmbH,33,40
GER - 1506,Ruscha Residential GmbH,34,41
GER - 1506,Nuveen HoldCo,36,43
GER - 1506,TIAA General Account Housing German Property GmbH,37,44
GER - 1506,TIAA General Account Housing German Service GmbH,38,45
GER - 1506,Exporo Bestand 46 GmbH,35,47
GER - 1506,2.Chandos Holdings UG,32,49
GER - 1506,2.Arcangel Assets GmbH,30,50
GER - 1506,2.Ruscha Residential GmbH,29,51
GER - 1507,RI Nord GmbH,42,36
GER - 1507,RI Living GmbH,40,37
GER - 1507,Chandos Holdings UG,28,39
GER - 1507,Arcangel Assets GmbH,33,40
GER - 1507,Ruscha Residential GmbH,34,41
GER - 1507,Nuveen HoldCo,36,43
GER - 1507,TIAA General Account Housing German Property GmbH,37,44
GER - 1507,TIAA General Account Housing German Service GmbH,38,45
GER - 1507,Exporo Bestand 46 GmbH,35,47
GER - 1507,2.Chandos Holdings UG,32,49
GER - 1507,2.Arcangel Assets GmbH,30,50
GER - 1507,2.Ruscha Residential GmbH,29,51
GER - 1508,RI Nord GmbH,42,36
GER - 1508,RI Living GmbH,40,37
GER - 1508,Chandos Holdings UG,28,39
GER - 1508,Arcangel Assets GmbH,33,40
GER - 1508,Ruscha Residential GmbH,34,41
GER - 1508,Nuveen HoldCo,36,43
GER - 1508,TIAA General Account Housing German Property GmbH,37,44
GER - 1508,TIAA General Account Housing German Service GmbH,38,45
GER - 1508,Exporo Bestand 46 GmbH,35,47
GER - 1508,2.Chandos Holdings UG,32,49
GER - 1508,2.Arcangel Assets GmbH,30,50
GER - 1508,2.Ruscha Residential GmbH,29,51
GER - 1509,RI Nord GmbH,42,36
GER - 1509,RI Living GmbH,40,37
GER - 1509,Chandos Holdings UG,28,39
GER - 1509,Arcangel Assets GmbH,33,40
GER - 1509,Ruscha Residential GmbH,34,41
GER - 1509,Nuveen HoldCo,36,43
GER - 1509,TIAA General Account Housing German Property GmbH,37,44
GER - 1509,TIAA General Account Housing German Service GmbH,38,45
GER - 1509,Exporo Bestand 46 GmbH,35,47
GER - 1509,2.Chandos Holdings UG,32,49
GER - 1509,2.Arcangel Assets GmbH,30,50
GER - 1509,2.Ruscha Residential GmbH,29,51
GER - 1510,RI Nord GmbH,42,36
GER - 1510,RI Living GmbH,40,37
GER - 1510,Chandos Holdings UG,28,39
GER - 1510,Arcangel Assets GmbH,33,40
GER - 1510,Ruscha Residential GmbH,34,41
GER - 1510,Nuveen HoldCo,36,43
GER - 1510,TIAA General Account Housing German Property GmbH,37,44
GER - 1510,TIAA General Account Housing German Service GmbH,38,45
GER - 1510,Exporo Bestand 46 GmbH,35,47
GER - 1510,2.Chandos Holdings UG,32,49
GER - 1510,2.Arcangel Assets GmbH,30,50
GER - 1510,2.Ruscha Residential GmbH,29,51
GER - 1511,RI Nord GmbH,42,36
GER - 1511,RI Living GmbH,40,37
GER - 1511,Chandos Holdings UG,28,39
GER - 1511,Arcangel Assets GmbH,33,40
GER - 1511,Ruscha Residential GmbH,34,41
GER - 1511,Nuveen HoldCo,36,43
GER - 1511,TIAA General Account Housing German Property GmbH,37,44
GER - 1511,TIAA General Account Housing German Service GmbH,38,45
GER - 1511,Exporo Bestand 46 GmbH,35,47
GER - 1511,2.Chandos Holdings UG,32,49
GER - 1511,2.Arcangel Assets GmbH,30,50
GER - 1511,2.Ruscha Residential GmbH,29,51
GER - 1512,RI Nord GmbH,42,36
GER - 1512,RI Living GmbH,40,37
GER - 1512,Chandos Holdings UG,28,39
GER - 1512,Arcangel Assets GmbH,33,40
GER - 1512,Ruscha Residential GmbH,34,41
GER - 1512,Nuveen HoldCo,36,43
GER - 1512,TIAA General Account Housing German Property GmbH,37,44
GER - 1512,TIAA General Account Housing German Service GmbH,38,45
GER - 1512,Exporo Bestand 46 GmbH,35,47
GER - 1512,2.Chandos Holdings UG,32,49
GER - 1512,2.Arcangel Assets GmbH,30,50
GER - 1512,2.Ruscha Residential GmbH,29,51
GER - 1513,RI Nord GmbH,42,36
GER - 1513,RI Living GmbH,40,37
GER - 1513,Chandos Holdings UG,28,39
GER - 1513,Arcangel Assets GmbH,33,40
GER - 1513,Ruscha Residential GmbH,34,41
GER - 1513,Nuveen HoldCo,36,43
GER - 1513,TIAA General Account Housing German Property GmbH,37,44
GER - 1513,TIAA General Account Housing German Service GmbH,38,45
GER - 1513,Exporo Bestand 46 GmbH,35,47
GER - 1513,2.Chandos Holdings UG,32,49
GER - 1513,2.Arcangel Assets GmbH,30,50
GER - 1513,2.Ruscha Residential GmbH,29,51
GER - 1514,RI Nord GmbH,42,36
GER - 1514,RI Living GmbH,40,37
GER - 1514,Chandos Holdings UG,28,39
GER - 1514,Arcangel Assets GmbH,33,40
GER - 1514,Ruscha Residential GmbH,34,41
GER - 1514,Nuveen HoldCo,36,43
GER - 1514,TIAA General Account Housing German Property GmbH,37,44
GER - 1514,TIAA General Account Housing German Service GmbH,38,45
GER - 1514,Exporo Bestand 46 GmbH,35,47
GER - 1514,2.Chandos Holdings UG,32,49
GER - 1514,2.Arcangel Assets GmbH,30,50
GER - 1514,2.Ruscha Residential GmbH,29,51
GER - 1515,RI Nord GmbH,42,36
GER - 1515,RI Living GmbH,40,37
GER - 1515,Chandos Holdings UG,28,39
GER - 1515,Arcangel Assets GmbH,33,40
GER - 1515,Ruscha Residential GmbH,34,41
GER - 1515,Nuveen HoldCo,36,43
GER - 1515,TIAA General Account Housing German Property GmbH,37,44
GER - 1515,TIAA General Account Housing German Service GmbH,38,45
